FSCS ID,FSCS ID_SEQ,LIBRARY ID,LIBRARY NAME,PHONE,COUNTY,LOCATION,LOCALE,COUNTY POPULATION,OUTLET TYPE,SQ FEET,BOOKMOBILES,HOURS,WEEKS OPEN,METRO STATUS,STRUCTURE CHANGE,NAME CHANGE,ADDRESS CHANGE
MS0016,012,H0003,SAUCIER CHILDREN'S LIBRARY,2283594419,HARRISON,"24006 FIRST STREET
SAUCIER, MS 39574
(30.634776, -89.134221)",42,199058,BR,1400,0,780,52,NC,0,0,0
MS0016,013,H0003,BILOXI PUBLIC LIBRARY,2284363095,HARRISON,"580 HOWARD AVENUE
BILOXI, MS 39530
(30.396209, -88.880821)",13,199058,BR,22000,0,2496,52,CC,0,0,0
MS0016,014,H0003,WOOLMARKET LIBRARY,2283549464,HARRISON,"8455 WOOLMARKET RD
BILOXI, MS 39532
(30.472127, -88.957405)",41,199058,BR,960,0,2496,52,CC,0,0,0
MS0017,002,H0004,THE HATTIESBURG LIBRARY,6015824461,FORREST,"329 HARDY STREET
HATTIESBURG, MS 39401
(31.324779, -89.295828)",13,76330,CE,54000,0,3120,52,CC,0,0,0
MS0017,003,H0004,THE PETAL LIBRARY,6015847610,FORREST,"714 SOUTH MAIN STREET
PETAL, MS 39465
(31.336836, -89.262872)",23,76330,BR,7000,0,2548,52,NO,0,0,0
MS0018,002,H0005,JUDGE GEORGE W. ARMSTRONG LIBRARY,6014458862,ADAMS,"220 SOUTH COMMERCE STREET
NATCHEZ, MS 39120
(31.558375, -91.403558)",33,31737,CE,22257,0,2160,52,NO,0,0,0
MS0019,002,H0006,HUMPHREYS COUNTY LIBRARY,6622473606,HUMPHREYS,"105 SOUTH HAYDEN STREET
BELZONI, MS 39038
(33.175454, -90.488755)",33,8741,CE,4320,0,1845,52,NO,0,0,0
MS0020,002,J0001,PASCAGOULA PUBLIC LIBRARY,2287693060,JACKSON,"3214 PASCAGOULA STREET
PASCAGOULA, MS 39567
(30.366482, -88.556694)",13,141137,CE,41000,0,3120,52,CC,0,0,0
MS0020,003,J0001,EAST CENTRAL PUBLIC LIBRARY,2285886263,JACKSON,"21801 SLIDER ROAD MOSS POINT
MS 39562
(30.657814, -88.517251)",42,141137,BR,7302,0,2912,52,NC,0,0,15
MS0020,004,J0001,KATHLEEN MCILWAIN PUBLIC LIBRARY OF GAUTIER,2284974531,JACKSON,"2100 LIBRARY LANE
GAUTIER, MS 39553
(30.392654, -88.644184)",23,141137,BR,9500,0,3120,52,NC,0,0,0
MS0020,005,J0001,LUCEDALE-GEORGE COUNTY PUBLIC LIBRARY,6019472123,GEORGE,"507 OAK STREET
LUCEDALE, MS 39452
(30.925728, -88.592164)",32,23303,BR,8723,0,2912,52,NO,0,14,0
MS0020,006,J0001,INA THOMPSON MOSS POINT LIBRARY,2284757462,JACKSON,"4119 BELLVIEW STREET MOSS POINT
MS 39563
(30.412184, -88.54212)",23,141137,BR,11800,0,3120,52,NC,0,0,0
MS0020,007,J0001,OCEAN SPRINGS MUNICIPAL LIBRARY,2288751193,JACKSON,"525 DEWEY AVENUE OCEAN SPRINGS
MS 39564
(30.410558, -88.826357)",22,141137,BR,15500,0,3120,52,CC,0,0,0
MS0020,008,J0001,ST. MARTIN PUBLIC LIBRARY,2283923250,JACKSON,"15004 LEMOYNE BOULEVARD
BILOXI, MS 39532
(30.443086, -88.859889)",22,141137,BR,8500,0,2912,52,NC,0,0,15
MS0020,009,J0001,VANCLEAVE PUBLIC LIBRARY,2288265857,JACKSON,"12604 HIGHWAY
VANCLEAVE, MS 39565
(30.526225, -88.689324)",42,141137,BR,7950,0,2912,52,NC,0,0,0
MS0021,002,J0002,EUDORA WELTY LIBRARY,6019685811,HINDS,"300 NORTH STATE STREET
JACKSON, MS 39201
(32.301395, -90.17996)",12,243729,CE,45000,0,3536,52,CC,0,0,0
MS0021,003,J0002,FANNIE LOU HAMER LIBRARY,6013623012,HINDS,"3450 ALBERMARLE ROAD
JACKSON, MS 39213
(32.339679, -90.203868)",12,243729,BR,1568,0,2080,52,CC,0,0,0
MS0021,005,J0002,LOIS A. FLAGG LIBRARY,6018522230,HINDS,"105 WILLIAMSON AVENUE
EDWARDS, MS 39066
(32.32782, -90.6064)",42,243729,BR,3022,0,2496,52,NO,0,14,0
MS0021,006,J0002,DR. MARGARET WALKER ALEXANDER LIBRARY,6013548911,HINDS,"2525 ROBINSON ROAD
JACKSON, MS 39209
(32.3054, -90.227952)",12,243729,BR,10911,0,2912,52,CC,0,0,0
MS0021,007,J0002,MEDGAR EVERS LIBRARY,6019822867,HINDS,"4215 MEDGAR EVERS BOULEVARD
JACKSON, MS 39213
(32.345748, -90.220619)",12,243729,BR,11884,0,2912,52,CC,0,14,0
MS0021,008,J0002,CHARLES W. TISDALE LIBRARY,6013660021,HINDS,"807 EAST NORTHSIDE DRIVE
JACKSON, MS 39206
(32.35573, -90.158196)",12,243729,BR,6800,0,2912,52,CC,0,0,0
MS0021,009,J0002,RAYMOND PUBLIC LIBRARY,6018578721,HINDS,"126 WEST COURT STREET
RAYMOND, MS 39154
(32.260569, -90.422074)",31,243729,BR,4044,0,2288,52,NO,0,0,0
MS0021,010,J0002,RICHARD WRIGHT LIBRARY,6013721621,HINDS,"515 WEST MCDOWELL ROAD
JACKSON, MS 39204
(32.26844, -90.22502)",12,243729,BR,10200,0,2912,52,CC,0,0,15
MS0021,011,J0002,ELLA BESS AUSTIN LIBRARY,6018785336,HINDS,"420 WEST CUNNINGHAM ROAD
TERRY, MS 39170
(32.099031, -90.298903)",41,243729,BR,4017,0,2496,52,NO,0,0,0
MS0021,012,J0002,EVELYN TAYLOR MAJURE LIBRARY,6018858381,HINDS,"217 WEST MAIN STREET
UTICA, MS 39175
(32.108825, -90.627699)",42,243729,BR,3000,0,2496,52,NO,0,0,0
MS0021,013,J0002,R.G. BOLDEN/ANNA BELL-MOORE LIBRARY,6019226076,HINDS,"1444 WIGGINS ROAD
JACKSON, MS 39209
(32.309797, -90.283006)",12,243729,BR,4180,0,2704,52,CC,0,14,0
MS0021,014,J0002,BEVERLY J. BROWN LIBRARY,6013720954,HINDS,"7395 SOUTH SIWELL ROAD
BYRAM, MS 39272
(32.187962, -90.263248)",41,243729,BR,4000,0,2704,52,CC,0,14,0
MS0021,016,J0002,WILLIE MORRIS LIBRARY,6019878181,HINDS,"4912 OLD CANTON ROAD
JACKSON, MS 39211
(32.363595, -90.146079)",12,243729,BR,12000,0,2912,52,CC,0,0,0
MS0021,017,J0002,ANNIE THOMPSON JEFFERS LIBRARY,6018664247,HINDS,"111 MADISON STREET
BOLTON, MS 39041
(32.34984, -90.458616)",41,243729,BR,1679,0,2496,52,NC,0,0,0
MS0021,004,J0002004,QUISENBERRY LIBRARY,6019245684,HINDS,"605 EAST NORTHSIDE DRIVE
CLINTON, MS 39056
(32.349308, -90.319746)",21,243729,BR,26094,0,3328,52,NC,0,0,0
MS0022,002,J0003,JENNIE STEPHENS SMITH LIBRARY,6625341991,UNION,"219 KING STREET
NEW ALBANY, MS 38652
(34.488829, -89.012366)",33,28097,CE,9000,0,2778,52,NO,0,0,0
MS0022,004,J0003,NANCE-MCNEELY MEMORIAL LIBRARY,6629882895,UNION,"1080 MEGGINSON LANE
MYRTLE, MS 38650
(34.557275, -89.116475)",42,28097,BR,2400,0,1040,52,NO,0,0,0
MS0023,002,K0001,UNION PUBLIC LIBRARY,6017745096,NEWTON,"101 PEACHTREE STREET UNION
MS 39365
(32.571851, -89.118394)",43,21832,CE,6263,0,2262,52,NO,0,0,0
MS0023,004,K0001,JESSIE MAE EVERETT PUBLIC LIBRARY,6016352777,NEWTON,"WEST BROAD STREET DECATUR
MS 39327
(32.438822, -89.113547)",42,21832,BR,1075,0,1040,52,NO,0,0,0
MS0023,006,K0001,DEKALB PUBLIC LIBRARY,6017435981,KEMPER,"141 BELL STREET
DEKALB, MS 39328
(32.766837, -88.652417)",43,10163,BR,1075,0,1560,52,NO,0,0,0
MS0023,007,K0001,J. ELLIOTT MCMULLAN LIBRARY,6016833367,NEWTON,"300 WEST CHURCH STREET
NEWTON, MS 39345
(32.322227, -89.165251)",33,21832,BR,4645,0,2054,52,NO,0,0,0
MS0023,008,K0001,SCOOBA PUBLIC LIBRARY,6624768452,KEMPER,"1037 KEMPER STREET
SCOOBA, MS 39358
(32.831531, -88.471686)",43,10163,BR,750,0,468,52,NO,0,0,0
MS0024,002,L0001,LAUREL-JONES COUNTY LIBRARY,6014284313,JONES,"530 COMMERCE STREET
LAUREL, MS 39440
(31.692615, -89.131943)",32,68290,CE,23877,0,2366,52,NO,0,0,0
MS0024,003,L0001,ELLISVILLE PUBLIC LIBRARY,6014779271,JONES,"201 POPLAR STREET
ELLISVILLE, MS 39437
(31.605733, -89.193246)",32,68290,BR,4000,0,1872,52,NO,0,0,0
MS0025,002,L0002,LEE COUNTY LIBRARY,6628419027,LEE,"219 NORTH MADISON STREET
TUPELO, MS 38804
(34.258328, -88.711251)",33,85246,CE,37800,0,3120,52,NO,0,0,15
MS0025,003,L0002,ITAWAMBA COUNTY-PRATT MEMORIAL LIBRARY,6628624926,ITAWAMBA,"210 CEDAR STREET
FULTON, MS 38843
(34.272142, -88.408533)",33,23527,BR,8663,0,2080,52,NO,0,0,0
MS0025,004,L0002,LEE COUNTY LIBRARY BOOKMOBILE,6628419028,LEE,"219 NORTH MADISON STREET
TUPELO, MS 38804
(34.258328, -88.711251)",33,85246,BS,-3,1,671,48,NO,0,0,15
MS0026,002,L0003,LINCOLN COUNTY LIBRARY,6018333369,LINCOLN,"100 SOUTH JACKSON STREET
BROOKHAVEN, MS 39601
(31.580067, -90.444371)",33,34775,CE,20000,0,2912,50,NO,0,0,0
MS0026,004,L0003,FRANKLIN COUNTY PUBLIC LIBRARY,6013842997,FRANKLIN,"106 FIRST STREET
MEADVILLE, MS 39653
(31.473005, -90.890287)",43,7833,BR,4600,0,2080,50,NO,0,0,0
MS0026,005,L0003,LAWRENCE COUNTY PUBLIC LIBRARY,6015872471,LAWRENCE,"142 WASHINGTON STREET
MONTICELLO, MS 39654
(31.552955, -90.104435)",43,12502,BR,5200,0,2392,50,NO,0,0,0
MS0026,006,L0003,NEW HEBRON PUBLIC LIBRARY,6016942623,LAWRENCE,"209 JONES STREET
NEW HEBRON, MS 39140
(31.730788, -89.98376)",43,12502,BR,2560,0,1560,50,NO,0,0,0
MS0027,002,L0004,LONG BEACH PUBLIC LIBRARY,2288630711,HARRISON,"209 JEFF DAVIS AVENUE LONG BEACH
MS 39560
(30.3493, -89.150649)",22,199058,CE,9800,0,2652,52,NC,0,0,0
MS0028,002,L0005,COLUMBUS PUBLIC LIBRARY,6623295300,LOWNDES,"314 NORTH 7TH STREET
COLUMBUS, MS 39701
(33.497885, -88.42612)",33,59730,CE,28000,0,2652,52,NO,0,0,0
MS0028,003,L0005,ARTESIA PUBLIC LIBRARY,6622725255,LOWNDES,"323 FRONT STREET
ARTESIA, MS 39736
(33.409408, -88.644386)",42,59730,BR,1560,0,650,52,NO,0,0,0
MS0028,004,L0005,CALEDONIA PUBLIC LIBRARY,6623566384,LOWNDES,"754 MAIN STREET
CALEDONIA, MS 39740
(33.683045, -88.324388)",42,59730,BR,2760,0,1040,52,NO,0,0,0
MS0028,005,L0005,CRAWFORD PUBLIC LIBRARY,6622725144,LOWNDES,"320 MAIN STREET
CRAWFORD, MS 39743
(33.301733, -88.620288)",43,59730,BR,936,0,650,52,NO,0,0,0
MS0029,002,M0001,MADISON COUNTY-CANTON PUBLIC LIBRARY,6018593202,MADISON,"102 PRIESTLEY STREET
CANTON, MS 39046
(32.612504, -90.032349)",31,101688,CE,19000,0,2696,52,NO,0,0,0
MS0029,003,M0001,FLORA PUBLIC LIBRARY,6018798835,MADISON,"144 CLARK STREET
FLORA, MS 39071
(32.541292, -90.311336)",42,101688,BR,8000,0,2436,52,NO,0,0,0
MS0029,004,M0001,REBECCA BAINE RIGBY LIBRARY,6018562749,MADISON,"994 MADISON AVENUE
MADISON, MS 39110
(32.457777, -90.111963)",21,101688,BR,9141,0,2800,52,NC,0,0,0
MS0029,005,M0001,ELSIE E. JURGENS MEMORIAL LIBRARY,6018564536,MADISON,"397 HIGHWAY
NORTH RIDGELAND, MS 39157
(32.423301, -90.132149)",21,101688,BR,10700,0,2800,52,NC,0,0,0
MS0029,006,M0001,PAUL E. GRIFFIN LIBRARY,6624680309,MADISON,"116 PARKSIDE AVENUE
CAMDEN, MS 39045
(32.78614, -89.930374)",42,101688,BR,5500,0,2176,52,NO,0,0,0
MS0030,002,M0002,MARKS-QUITMAN COUNTY LIBRARY,6623267141,QUITMAN,"315 EAST MAIN STREET
MARKS, MS 38646
(34.256728, -90.271747)",33,7678,CE,1741,0,2080,52,NO,0,0,0
MS0031,002,MS0031,MARSHALL COUNTY LIBRARY,6622523823,MARSHALL,"109 EAST GHOLSON AVENUE HOLLY SPRINGS
MS 38635
(34.766545, -89.447759)",32,36234,CE,7169,0,2548,52,NO,0,0,0
MS0031,003,MS0031,RUTH B. FRENCH LIBRARY,6628384024,MARSHALL,"161 HWY
BYHALIA, MS 38611
(34.87563, -89.688634)",41,36234,BR,1800,0,1456,52,NO,0,0,0
MS0031,004,MS0031,POTTS CAMP LIBRARY,6623337068,MARSHALL,"20 SOUTH CENTER STREET POTTS CAMP
MS 38659
(34.645334, -89.306705)",42,36234,BR,1956,0,1040,52,NO,0,0,0
MS0032,002,MS004,MERIDIAN-LAUDERDALE COUNTY PUBLIC LIBRARY,6016936771,LAUDERDALE,"2517 SEVENTH STREET
MERIDIAN, MS 39301
(32.364145, -88.70408)",33,79739,CE,33400,0,3303,52,NO,0,14,0
MS0033,002,M0005,ATTALA COUNTY LIBRARY,6622895141,ATTALA,"201 SOUTH HUNTINGTON STREET
KOSCIUSKO, MS 39090
(33.056718, -89.587649)",33,19163,CE,21406,0,2470,52,NO,0,0,0
MS0033,003,M0005,CARTHAGE-LEAKE COUNTY LIBRARY,6012677821,LEAKE,"114 EAST FRANKLIN STREET
CARTHAGE, MS 39051
(32.737656, -89.53321)",32,23193,BR,10800,0,2392,52,NO,0,0,0
MS0033,004,M0005,DUCK HILL PUBLIC LIBRARY,6625652391,MONTGOMERY,"127 NORTH STATE STREET DUCK HILL
MS 38925
(33.633282, -89.71128)",42,10400,BR,1706,0,1040,52,NO,0,0,0
MS0033,005,M0005,DURANT PUBLIC LIBRARY,6626533451,HOLMES,"15338 NORTH JACKSON STREET
DURANT, MS 39063
(33.076009, -89.853878)",33,18459,BR,6079,0,2340,52,NO,0,0,0
MS0033,006,M0005,GOODMAN PUBLIC LIBRARY,6624720550,HOLMES,"9792 MAIN STREET
GOODMAN, MS 39079
(32.970362, -89.911349)",42,18459,BR,1919,0,1040,52,NO,0,0,0
MS0033,007,M0005,KILMICHAEL PUBLIC LIBRARY,6622627615,MONTGOMERY,"102 FIRST STREET
KILMICHAEL, MS 39747
(33.440895, -89.57064)",42,10400,BR,2359,0,1040,52,NO,0,0,0
MS0033,008,M0005,LEXINGTON PUBLIC LIBRARY,6628342571,HOLMES,"208 TCHULA STREET
LEXINGTON, MS 39095
(33.116268, -90.053555)",43,18459,BR,4220,0,1924,52,NO,0,0,0
MS0033,009,M0005,PICKENS PUBLIC LIBRARY,6624682391,HOLMES,"309 HIGHWAY
PICKENS, MS 39146
(32.87076, -89.975526)",42,27817,BR,1771,0,1612,52,NO,0,0,0
MS0033,010,M0005,TCHULA PUBLIC LIBRARY,6622355235,HOLMES,"105 MERCER STREET
TCHULA, MS 39169
(33.182367, -90.223103)",43,18459,BR,4092,0,1040,52,NO,0,0,0
MS0033,011,M0005,WALNUT GROVE PUBLIC LIBRARY,6012532483,LEAKE,"146 MAIN STREET WALNUT GROVE
MS 39189
(32.594397, -89.45925)",42,23193,BR,5462,0,2314,52,NO,0,0,0
MS0033,012,M0005,WEST PUBLIC LIBRARY,6629672510,HOLMES,"24843 HIGHWAY
WEST, MS 39192
(33.197998, -89.776848)",42,18459,BR,3599,0,1040,52,NO,0,0,0
MS0033,013,M0005,WINONA-MONTGOMERY COUNTY LIBRARY,6622833443,MONTGOMERY,"115 NORTH QUITMAN STREET
WINONA, MS 38967
(33.483588, -89.728859)",33,10400,BR,9531,0,2340,52,NO,0,0,0
MS0033,014,M0005,WINSTON COUNTY LIBRARY,6627733212,WINSTON,"301 WEST PARK STREET
LOUISVILLE, MS 39339
(33.122381, -89.055432)",33,18478,BR,11233,0,2262,52,NO,0,0,0
MS0034,002,N0001,NESHOBA COUNTY PUBLIC LIBRARY,6016564911,NESHOBA,"230 BEACON STREET
PHILADELPHIA, MS 39350
(32.77165, -89.112342)",33,29465,CE,11554,0,2288,52,NO,0,0,0
MS0035,002,N0002,CORINTH LIBRARY,6622872441,ALCORN,"1023 FILLMORE STREET
CORINTH, MS 38834
(34.93876, -88.518989)",33,37380,CE,22460,0,3120,52,NO,0,14,0
MS0035,003,N0002,ANNE SPENCER COX LIBRARY,6623653305,PRENTISS,"303 NORTH THIRD STREET
BALDWYN, MS 38824
(34.511057, -88.63386)",42,25428,BR,4045,0,2080,52,NO,0,0,0
MS0035,004,N0002,BELMONT PUBLIC LIBRARY,6624547841,TISHOMINGO,"102 SOUTH THIRD STREET
BELMONT, MS 38827
(34.508367, -88.209387)",43,19420,BR,2540,0,1560,52,NO,0,0,0
MS0035,007,N0002,CHALYBEATE LIBRARY,6622236768,TIPPAH,"2501-A HWY
WALNUT, MS 38683
(34.930432, -88.868713)",43,22039,BR,1500,0,520,52,NO,0,14,0
MS0035,008,N0002,GEORGE E. ALLEN LIBRARY,6627286553,PRENTISS,"500 W CHURCH STREET
BOONEVILLE, MS 38829
(34.656348, -88.56785)",33,25428,BR,11000,0,2652,52,NO,0,0,0
MS0035,009,N0002,IUKA PUBLIC LIBRARY,6624236300,TISHOMINGO,"204 NORTH MAIN STREET
IUKA, MS 38852
(34.812876, -88.19027)",43,19420,BR,9150,0,2652,52,NO,0,0,0
MS0035,010,N0002,MARIETTA LIBRARY,6627289320,PRENTISS,"398 HIGHWAY
MARIETTA, MS 38856
(34.456209, -88.455551)",43,23527,BR,449,0,520,52,NO,0,14,0
MS0035,011,N0002,RIENZI LIBRARY,6624625015,ALCORN,"SCHOOL STREET RIENZI
MS 38865
(34.76977, -88.533027)",42,37380,BR,832,0,780,52,NO,0,14,0
MS0035,012,N0002,RIPLEY PUBLIC LIBRARY,6628377773,TIPPAH,"308 NORTH COMMERCE STREET
RIPLEY, MS 38663
(34.731961, -88.948259)",33,22039,BR,5184,0,2808,52,NO,0,0,0
MS0035,013,N0002,TISHOMINGO LIBRARY,6624387640,TISHOMINGO,"25 MAIN STREET
TISHOMINGO, MS 38873
(34.660358, -88.268011)",43,19420,BR,1200,0,1352,52,NO,0,0,0
MS0035,014,N0002,WALNUT PUBLIC LIBRARY,6622236768,TIPPAH,"650 N MAIN STREET
WALNUT, MS 38683
(34.94677, -88.900438)",43,22039,BR,2354,0,1248,52,NO,0,0,0
MS0035,005,N0005,BLUE MOUNTAIN LIBRARY,6626854721,TIPPAH,"110 MILL STREET BLUE MOUNTAIN
MS 38610
(34.669794, -89.027671)",42,22039,BR,1200,0,520,52,NO,0,14,0
MS0035,006,N0005,BURNSVILLE PUBLIC LIBRARY,6624279258,TISHOMINGO,"NORMAN AVENUE BURNSVILLE
MS 38833
(34.837732, -88.314256)",43,19420,BR,1800,0,1560,52,NO,0,0,0
MS0036,002,N0003,ADA S. FANT MEMORIAL LIBRARY,6627265461,NOXUBEE,"103 EAST KING STREET
MACON, MS 39341
(33.106211, -88.560979)",33,11115,CE,5000,0,2080,52,NO,0,0,0
MS0036,003,N0003,BROOKSVILLE PUBLIC LIBRARY,6627384559,NOXUBEE,"100 WEST MAIN STREET
BROOKSVILLE, MS 39739
(33.463841, -88.816427)",33,49414,BR,900,0,780,52,NO,0,0,0
MS0036,004,N0003,VISTA J. DANIEL MEMORIAL LIBRARY,6627939576,NOXUBEE,"402 RESIDENCE STREET
SHUQUALAK, MS 39361
(32.976506, -88.571867)",42,11115,BR,900,0,780,52,NO,0,0,0
MS0038,002,O0002,STARKVILLE PUBLIC LIBRARY,6623232766,OKTIBBEHA,"326 UNIVERSITY DRIVE
STARKVILLE, MS 39759
(33.463865, -88.811097)",33,49414,CE,20600,0,2600,52,NO,0,0,0
MS0038,003,O0002,MABEN PUBLIC LIBRARY,6622635619,OKTIBBEHA,"3982 SECOND AVENUE
MABEN, MS 39750
(33.551758, -89.093669)",43,9972,BR,5500,0,1716,52,NO,0,0,0
MS0038,004,O0002,STURGIS PUBLIC LIBRARY,6624657493,OKTIBBEHA,"MAIN STREET STURGIS
MS 39769
(33.334996, -89.038623)",43,49414,BR,3500,0,1664,52,NO,0,0,0
MS0039,002,P0001,MARGARET REED CROSBY MEMORIAL LIBRARY,6017985081,PEARL RIVER,"900 GOODYEAR BLVD
PICAYUNE, MS 39466
(30.530749, -89.688555)",32,55224,CE,13000,0,1664,52,NO,0,0,0
MS0039,003,P0001,POPLARVILLE PUBLIC LIBRARY,6017958411,PEARL RIVER,"202 WEST BEERS STREET
POPLARVILLE, MS 39470
(30.841697, -89.535924)",43,55224,BR,5000,0,1072,52,NO,0,0,0
MS0040,002,P0002,MCCOMB PUBLIC LIBRARY,6016842661,PIKE,"1022 VIRGINIA AVENUE
MCCOMB, MS 39648
(31.244255, -90.466017)",33,40058,CE,21410,0,2675,50,NO,0,0,0
MS0040,003,P0002,ALPHA CENTER LIBRARY,6016848312,PIKE,"414 MCCOMB STREET
MCCOMB, MS 39648
(31.224233, -90.460575)",33,40058,BR,1355,0,700,50,NO,0,0,0
MS0040,007,P0002,MAGNOLIA PUBLIC LIBRARY,6017836565,PIKE,"230 SOUTH CHERRY STREET
MAGNOLIA, MS 39652
(31.142493, -90.460804)",42,40058,BR,2720,0,1500,50,NO,0,0,0
MS0040,008,P0002,OSYKA PUBLIC LIBRARY,6015425147,PIKE,"568 WEST RAILROAD AVENUE
OSYKA, MS 39657
(31.005577, -90.469574)",42,40058,BR,630,0,960,50,NO,0,0,0
MS0040,009,P0002,PROGRESS PUBLIC LIBRARY,6015425501,PIKE,"5071 MT HERMAN ROAD
MCCOMB, MS 39648
(31.17259, -90.330773)",42,40058,BR,2257,0,800,50,NO,0,0,0
MS0040,005,P002,GLOSTER PUBLIC LIBRARY,6012254341,AMITE,"229 EAST MAIN STREET
GLOSTER, MS 39638
(31.197281, -91.018434)",43,12629,BR,5411,0,1500,50,NO,0,0,0
MS0040,006,P002,LIBERTY PUBLIC LIBRARY,6016578781,AMITE,"196 CLINIC DRIVE
LIBERTY, MS 39645
(31.160005, -90.806491)",43,12629,BR,2880,0,1440,50,NO,0,0,0
MS0040,010,P002,WALTHALL COUNTY LIBRARY,6018764348,WALTHALL,"707 UNION ROAD
TYLERTOWN, MS 39667
(31.123681, -90.140687)",43,14859,BR,8442,0,2300,50,NO,0,0,0
MS0041,002,P003,RICHTON PUBLIC LIBRARY,6017886539,PERRY,"210 FRONT STREET
RICHTON, MS 39476
(31.356752, -88.937035)",42,12227,CE,4048,0,1664,52,NO,0,0,0
MS0041,003,P003,WILLIAM ESTES POWELL MEMORIAL LIBRARY,6017843471,PERRY,"1502 BOLTON AVENUE
BEAUMONT, MS 39423
(31.166594, -88.920875)",42,12227,BR,3500,0,1040,52,NO,0,0,0
MS0041,006,P003,LEAKESVILLE PUBLIC LIBRARY,6013942897,GREENE,"101 LAFAYETTE STREET
LEAKESVILLE, MS 39451
(31.151929, -88.552608)",43,14326,BR,2700,0,1664,52,NO,0,0,0
MS0041,008,P003,WILLIAM AND DOLORES MAULDIN LIBRARY,6015289465,STONE,"25 MCHENRY SCHOOL DRIVE
MCHENRY, MS 39561
(30.708175, -89.140962)",42,17875,BR,2800,0,1040,52,NO,0,0,0
MS0041,009,P003,MCLAIN PUBLIC LIBRARY,6017539207,GREENE,"117 CHURCH AVENUE
MCLAIN, MS 39456
(31.108626, -88.82726)",43,14326,BR,1540,0,1040,52,NO,0,0,0
MS0041,011,P003,NEW AUGUSTA PUBLIC LIBRARY,6019643774,PERRY,"510 FIRST STREET
EAST NEW AUGUSTA, MS 39462
(31.204494, -89.032496)",42,12227,BR,1600,0,1040,52,NO,0,0,0
MS0041,015,P003,STATE LINE PUBLIC LIBRARY,6018487011,GREENE,"8 FARRIER STREET
STATE LINE, MS 39362
(31.383826, -88.528801)",43,14326,BR,1072,0,320,16,NO,0,0,0
MS0041,016,P003,STONE COUNTY LIBRARY,6019284993,STONE,"242 SECOND STREET
SE WIGGINS, MS 39577
(30.857294, -89.135653)",32,17875,BR,4120,0,1664,52,NO,0,0,0
MS0042,002,S0001,B. S. RICKS MEMORIAL LIBRARY,6627465557,YAZOO,"310 NORTH MAIN STREET
YAZOO CITY, MS 39194
(32.849341, -90.412473)",32,27817,CE,21525,0,2548,52,NO,0,14,0
MS0043,002,S0002,COLUMBIA-MARION COUNTY PUBLIC LIBRARY,6017365516,MARION,"900 BROAD STREET
COLUMBIA, MS 39429
(31.250697, -89.823213)",32,25868,CE,11500,0,2756,52,NO,0,14,0
MS0043,003,S0002,DR. FRANK L. LEGGETT PUBLIC LIBRARY,6019435420,JEFFERSON DAVIS,"161 GENERAL ROBERT E BLOUNT BLVD
BASSFIELD, MS 39421
(31.49647, -89.739369)",42,11822,BR,2541,0,1950,52,NO,0,0,0
MS0043,004,S0002,PRENTISS PUBLIC LIBRARY,6017925845,JEFFERSON DAVIS,"2229 PEARL STREET
PRENTISS, MS 39474
(31.600154, -89.867125)",43,11822,BR,3496,0,2314,52,NO,0,0,0
MS0044,002,S0003,HENRY M. SEYMOUR LIBRARY,6628871672,SUNFLOWER,"201 CYPRESS DRIVE
INDIANOLA, MS 38751
(33.452504, -90.648414)",33,27496,CE,11710,0,2496,52,NO,0,0,0
MS0044,003,S0003,DREW PUBLIC LIBRARY,6627452237,SUNFLOWER,"290 WEST PARK AVENUE
DREW, MS 38737
(33.812142, -90.532086)",42,27496,BR,3200,0,988,52,NO,0,0,0
MS0044,004,S0003,HORACE STANSEL MEMORIAL LIBRARY,6627562226,SUNFLOWER,"128 SOUTH RUBY STREET
RULEVILLE, MS 38771
(33.725775, -90.551962)",33,27496,BR,4286,0,520,52,NO,0,0,0
MS0044,005,S0003,INVERNESS PUBLIC LIBRARY,6622655179,SUNFLOWER,"802 EAST GRAND AVENUE
INVERNESS, MS 38753
(33.353749, -90.592769)",42,27496,BR,1800,0,832,52,NO,0,0,0
MS0044,006,S0003,KATHY JUNE SHERIFF PUBLIC LIBRARY,6622468070,SUNFLOWER,"802 JOHNNY RUSSELL DRIVE
MOORHEAD, MS 38761
(33.450545, -90.505554)",33,27496,BR,500,0,416,52,NO,0,14,0
MS0045,002,T0001,CHARLESTON PUBLIC LIBRARY,6626472638,TALLAHATCHIE,"102 WALNUT STREET
CHARLESTON, MS 38921
(34.006086, -90.056891)",33,14761,CE,7166,0,1600,51,NO,0,0,0
MS0045,005,T0001,TUTWILER PUBLIC LIBRARY,6623458475,TALLAHATCHIE,"203 2ND STREET
TUTWILER, MS 38963
(33.946443, -90.348307)",43,14761,BR,2552,0,1600,51,NO,0,14,0
MS0046,002,T0002,BRYAN PUBLIC LIBRARY,6624944872,CLAY,"338 COMMERCE STREET WEST POINT
MS 39773
(33.604348, -88.647447)",33,20225,CE,13620,0,2220,50,NO,0,0,0
MS0046,003,T0002,AMORY MUNICIPAL LIBRARY,6622565261,MONROE,"401 2ND AVENUE NORTH
AMORY, MS 38821
(33.987593, -88.48789)",33,36003,BR,8080,0,2480,50,NO,0,0,0
