organization_id,header#fiscal_year_end_date,State,Zip,County,Paid Attendance In Person,Free Attendance In Person,Total Attendance In Person,COMPLETED_FY,BUDGETSIZE,DISCIPLINE
11661,12/31/2012 0:00,AZ,85705-8478,Pima,92,16353,16445,2012,2.00,6.00
11538,12/31/2012 0:00,AZ,85711-2420,Pima,200,18925,19125,2012,1.00,5.00
11954,6/30/2015 0:00,AZ,85712-4921,Pima,18000,3000,21000,2015,3.00,5.00
14037,6/30/2013 0:00,AZ,85721-0150,Pima,331,26100,26431,2013,4.00,1.00
15376,6/30/2014 0:00,AZ,85701-1002,Pima,0,30000,30000,2014,2.00,4.00
11050,6/30/2015 0:00,AZ,85719-1188,Pima,17527,12526,30053,2015,2.00,5.00
19439,12/31/2015 0:00,AZ,85718-2229,Pima,1025,30290,31315,2015,2.00,4.00
12101,12/31/2010 0:00,AZ,85719-5047,Pima,0,41000,41000,2010,2.00,2.00
11888,12/31/2015 0:00,AZ,85712-1329,Pima,26994,15299,42293,2015,4.00,4.00
11939,6/30/2014 0:00,AZ,85712-3153,Pima,33198,12294,45492,2014,4.00,4.00
12680,12/31/2015 0:00,AZ,85718-4534,Pima,0,60000,60000,2015,2.00,5.00
11857,6/30/2015 0:00,AZ,85701-8218,Pima,40000,25000,65000,2015,4.00,4.00
16735,12/31/2014 0:00,AZ,85702-1008,Pima,57000,26000,83000,2014,4.00,5.00
10686,6/30/2015 0:00,AZ,85705-5606,Pima,55350,36249,91599,2015,4.00,5.00
10789,6/30/2015 0:00,AZ,85704-6323,Pima,5000,90000,95000,2015,3.00,6.00
15398,6/30/2013 0:00,AZ,85701-1833,Pima,107586,0,107586,2013,4.00,5.00
12046,12/31/2015 0:00,AZ,85733-2044,Pima,100,110000,110100,2015,3.00,2.00
12068,6/30/2015 0:00,AZ,85711-1512,Pima,70,117512,117582,2015,2.00,2.00
11417,12/31/2015 0:00,AZ,85745-3008,Pima,1540,119500,121040,2015,2.00,5.00
11900,6/30/2015 0:00,AZ,85701-1909,Pima,105826,20748,126574,2015,5.00,5.00
11765,6/30/2015 0:00,AZ,85721-0019,Pima,0,130000,130000,2015,4.00,1.00
10800,6/30/2015 0:00,AZ,85701-2109,Pima,127534,36844,164378,2015,4.00,4.00
11836,12/31/2015 0:00,AZ,85716-3933,Pima,142827,42421,185248,2015,4.00,1.00
11793,9/30/2014 0:00,AZ,85743-8918,Pima,350924,22231,373155,2014,5.00,4.00
19495,12/31/2015 0:00,AZ,85122-4424,Pinal,2701,578,3279,2015,2.00,5.00
12638,6/30/2015 0:00,AZ,85118-1917,Pinal,1444,9679,11123,2015,2.00,6.00
12773,5/31/2015 0:00,AZ,85621-2208,Santa Cruz,250,0,250,2015,1.00,4.00
12754,4/30/2012 0:00,AZ,85628-2044,Santa Cruz,500,300,800,2012,1.00,5.00
12603,12/31/2015 0:00,AZ,85624-1248,Santa Cruz,1735,1000,2735,2015,1.00,3.00
10743,8/31/2015 0:00,AZ,85646-1911,Santa Cruz,1800,16500,18300,2015,3.00,2.00
19540,12/31/2015 0:00,AZ,86001-5311,United States,110,500,610,2015,1.00,2.00
18977,12/31/2015 0:00,AZ,85004-1812,USA,869,574,1443,2015,1.00,2.00
16699,12/31/2013 0:00,AZ,86323-1567,Yavapai,0,0,0,2013,1.00,4.00
13153,6/30/2015 0:00,AZ,86340-4672,Yavapai,840,67,907,2015,2.00,5.00
13328,7/31/2014 0:00,AZ,86326-7102,Yavapai,1400,20,1420,2014,1.00,5.00
13171,6/30/2011 0:00,AZ,86336-4444,Yavapai,2000,0,2000,2011,2.00,6.00
13298,12/31/2015 0:00,AZ,86326-5990,Yavapai,2736,200,2936,2015,2.00,4.00
19354,12/31/2015 0:00,AZ,86314-2420,Yavapai,3377,110,3487,2015,1.00,5.00
13095,6/30/2015 0:00,AZ,86336-5407,Yavapai,3392,327,3719,2015,3.00,5.00
13270,6/30/2014 0:00,AZ,86301-2912,Yavapai,36,6005,6041,2014,2.00,3.00
13282,9/30/2015 0:00,AZ,86301-3184,Yavapai,3386,2836,6222,2015,3.00,4.00
12748,6/30/2015 0:00,AZ,86301-3178,Yavapai,6645,198,6843,2015,3.00,6.00
12800,12/31/2013 0:00,AZ,86301-3178,Yavapai,372,14423,14795,2013,2.00,4.00
13323,8/31/2015 0:00,AZ,86301-3106,Yavapai,15088,1450,16538,2015,3.00,5.00
13200,12/31/2015 0:00,AZ,86301-8303,Yavapai,6414,10757,17171,2015,3.00,4.00
13329,5/31/2015 0:00,AZ,86336-5412,Yavapai,30000,500,30500,2015,4.00,1.00
13386,6/30/2013 0:00,AZ,85366-2522,Yuma,4000,50,4050,2013,1.00,5.00
13324,7/31/2015 0:00,AZ,85366-2371,Yuma,7000,1000,8000,2015,2.00,5.00
12774,12/31/2013 0:00,AZ,85364-1425,Yuma,0,64600,64600,2013,2.00,4.00
13297,6/30/2015 0:00,AZ,85364-1425,Yuma,41840,29455,71295,2015,3.00,2.00
9474,7/31/2009 0:00,BC,V6Z 1B7,,1701,696,2397,2009,3.00,5.00
9655,6/30/2015 0:00,BC,V8T 1A7,,16234,2497,18731,2015,4.00,5.00
8523,6/30/2015 0:00,BC,V5N 3J7,,39825,5571,45396,2015,6.00,5.00
4316,12/31/2012 0:00,CA,94704-2607,Alameda,0,0,0,2012,5.00,1.00
14088,12/31/2011 0:00,CA,94602-9991,Alameda,0,0,0,2011,1.00,1.00
16894,12/31/2012 0:00,CA,94705-2232,Alameda,0,0,0,2012,2.00,1.00
16897,7/31/2013 0:00,CA,94710-1911,Alameda,0,0,0,2013,3.00,1.00
17071,6/30/2014 0:00,CA,94710-2599,Alameda,0,0,0,2014,6.00,1.00
17141,12/31/2014 0:00,CA,94612-3107,Alameda,0,0,0,2014,3.00,2.00
7262,12/31/2009 0:00,CA,94612-1297,Alameda,0,0,0,2009,2.00,5.00
11562,6/30/2010 0:00,CA,94703-1909,Alameda,0,0,0,2010,1.00,5.00
19021,6/30/2015 0:00,CA,94607-2535,Alameda,0,0,0,2015,6.00,3.00
2049,12/31/2014 0:00,CA,94612-2024,Alameda,0,0,0,2014,3.00,4.00
4177,12/31/2009 0:00,CA,94555-1337,Alameda,3,9,12,2009,1.00,5.00
19475,12/31/2015 0:00,CA,94703-2578,Alameda,15,15,30,2015,1.00,4.00
17013,12/31/2013 0:00,CA,94612-1953,Alameda,50,4,54,2013,1.00,3.00
18585,12/31/2015 0:00,CA,94604-1902,Alameda,56,14,70,2015,2.00,2.00
7273,7/31/2013 0:00,CA,94607-1926,Alameda,60,16,76,2013,4.00,2.00
4490,8/31/2009 0:00,CA,94703-1928,Alameda,77,0,77,2009,3.00,3.00
15395,12/31/2013 0:00,CA,94610-1924,Alameda,0,80,80,2013,3.00,3.00
6079,6/30/2010 0:00,CA,94618-1314,Alameda,80,0,80,2010,1.00,5.00
11534,8/31/2014 0:00,CA,94709-1807,Alameda,0,90,90,2014,3.00,5.00
16827,12/31/2014 0:00,CA,94552-3751,Alameda,100,0,100,2014,1.00,3.00
16990,12/31/2013 0:00,CA,94605-5260,Alameda,100,10,110,2013,2.00,3.00
17577,12/31/2014 0:00,CA,94606-2967,Alameda,88,25,113,2014,1.00,5.00
5415,12/31/2013 0:00,CA,94546-6356,Alameda,120,0,120,2013,1.00,5.00
15363,12/31/2013 0:00,CA,94605-3735,Alameda,0,125,125,2013,1.00,5.00
7822,12/31/2011 0:00,CA,94709-1454,Alameda,130,20,150,2011,1.00,5.00
8113,6/30/2013 0:00,CA,94607-3811,Alameda,0,160,160,2013,2.00,2.00
20012,6/30/2015 0:00,CA,94612-3900,Alameda,0,175,175,2015,1.00,2.00
7004,12/31/2008 0:00,CA,94612-2912,Alameda,185,35,220,2008,2.00,1.00
10848,6/30/2010 0:00,CA,94577-2110,Alameda,222,0,222,2010,4.00,6.00
7006,12/31/2015 0:00,CA,94710-2214,Alameda,279,0,279,2015,2.00,1.00
14790,12/31/2012 0:00,CA,94607-2313,Alameda,28,275,303,2012,2.00,4.00
4371,6/30/2015 0:00,CA,94609-1339,Alameda,0,329,329,2015,2.00,2.00
3940,6/30/2013 0:00,CA,94607-3924,Alameda,0,332,332,2013,2.00,6.00
13528,12/31/2012 0:00,CA,94607-4314,Alameda,290,50,340,2012,2.00,5.00
16987,12/31/2013 0:00,CA,94618-1310,Alameda,0,350,350,2013,1.00,4.00
3315,7/31/2015 0:00,CA,94619-1614,Alameda,0,368,368,2015,1.00,3.00
12518,6/30/2011 0:00,CA,94705-2706,Alameda,18,355,373,2011,1.00,1.00
18233,12/31/2014 0:00,CA,94601-3502,Alameda,200,200,400,2014,1.00,2.00
7875,5/31/2011 0:00,CA,94710-2581,Alameda,211,200,411,2011,1.00,5.00
5730,12/31/2012 0:00,CA,94612-1103,Alameda,415,0,415,2012,1.00,5.00
8118,12/31/2009 0:00,CA,94702-1407,Alameda,267,150,417,2009,1.00,1.00
5995,12/31/2013 0:00,CA,94610-0908,Alameda,425,50,475,2013,1.00,5.00
17131,12/31/2013 0:00,CA,94611-5109,Alameda,400,100,500,2013,2.00,2.00
4342,12/31/2008 0:00,CA,94704-1108,Alameda,350,175,525,2008,2.00,4.00
9681,6/30/2009 0:00,CA,94606-1328,Alameda,550,12,562,2009,1.00,5.00
1754,6/30/2013 0:00,CA,94609-2021,Alameda,100,500,600,2013,4.00,6.00
14856,12/31/2012 0:00,CA,94702-2059,Alameda,555,55,610,2012,1.00,5.00
17218,6/30/2014 0:00,CA,94605-1209,Alameda,600,20,620,2014,1.00,5.00
3802,12/31/2014 0:00,CA,94587-4119,Alameda,25,600,625,2014,1.00,2.00
13884,12/31/2015 0:00,CA,94607-4803,Alameda,0,635,635,2015,2.00,4.00
4382,6/30/2015 0:00,CA,94704-1606,Alameda,673,0,673,2015,1.00,5.00
5595,6/30/2011 0:00,CA,94720-1054,Alameda,0,742,742,2011,2.00,2.00
8014,6/30/2013 0:00,CA,94706-2305,Alameda,730,15,745,2013,1.00,5.00
7070,12/31/2013 0:00,CA,94612-3913,Alameda,250,500,750,2013,2.00,3.00
8054,6/30/2015 0:00,CA,94501-5218,Alameda,500,250,750,2015,2.00,5.00
19438,6/30/2015 0:00,CA,94610-4327,Alameda,650,125,775,2015,1.00,5.00
16542,12/31/2015 0:00,CA,94710-3104,Alameda,652,150,802,2015,3.00,1.00
9309,12/31/2009 0:00,CA,94612-2703,Alameda,350,500,850,2009,2.00,2.00
16744,6/30/2013 0:00,CA,94709-0345,Alameda,850,30,880,2013,2.00,5.00
15604,12/31/2012 0:00,CA,94609-2321,Alameda,0,900,900,2012,1.00,6.00
17991,6/30/2015 0:00,CA,94612-3409,Alameda,850,50,900,2015,1.00,5.00
1833,6/30/2015 0:00,CA,94710-1409,Alameda,560,380,940,2015,3.00,1.00
18279,6/30/2014 0:00,CA,94612-1733,Alameda,0,1000,1000,2014,3.00,2.00
7255,6/30/2015 0:00,CA,94613-1301,Alameda,250,750,1000,2015,2.00,5.00
4497,12/31/2015 0:00,CA,94605-1534,Alameda,0,1000,1000,2015,2.00,6.00
14344,6/30/2012 0:00,CA,94705-1065,Alameda,964,81,1045,2012,2.00,5.00
18277,12/31/2014 0:00,CA,94610-4840,Alameda,100,1000,1100,2014,1.00,3.00
13700,12/31/2011 0:00,CA,94618-1023,Alameda,500,600,1100,2011,1.00,5.00
18047,6/30/2015 0:00,CA,94612-2002,Alameda,1025,80,1105,2015,2.00,5.00
8045,6/30/2013 0:00,CA,94705-0593,Alameda,1000,120,1120,2013,2.00,5.00
12964,12/31/2011 0:00,CA,94601-4308,Alameda,1000,200,1200,2011,1.00,5.00
4093,12/31/2014 0:00,CA,94703-2329,Alameda,900,400,1300,2014,2.00,5.00
1670,6/30/2015 0:00,CA,94612-1225,Alameda,1328,50,1378,2015,3.00,5.00
18085,12/31/2014 0:00,CA,94703-2506,Alameda,10,1400,1410,2014,1.00,4.00
18272,12/31/2014 0:00,CA,94610-5000,Alameda,0,1500,1500,2014,1.00,2.00
18170,6/30/2014 0:00,CA,94578-3109,Alameda,1000,500,1500,2014,3.00,5.00
4347,6/30/2014 0:00,CA,94702-1611,Alameda,350,1200,1550,2014,3.00,2.00
16652,12/31/2015 0:00,CA,94703-2611,Alameda,1498,66,1564,2015,1.00,5.00
2508,6/30/2010 0:00,CA,94610-0918,Alameda,0,1600,1600,2010,3.00,5.00
7491,8/31/2013 0:00,CA,94703-1958,Alameda,1500,350,1850,2013,3.00,5.00
7861,12/31/2012 0:00,CA,94701-0310,Alameda,85,1800,1885,2012,2.00,5.00
2872,3/31/2015 0:00,CA,94710-1328,Alameda,16,1900,1916,2015,2.00,1.00
3436,12/31/2008 0:00,CA,94609-1704,Alameda,583,1342,1925,2008,2.00,5.00
2357,9/30/2014 0:00,CA,94709-3402,Alameda,1820,130,1950,2014,3.00,5.00
5851,12/31/2013 0:00,CA,94621-2234,Alameda,0,2000,2000,2013,4.00,2.00
17038,6/30/2015 0:00,CA,94809-1212,Alameda,50,2144,2194,2015,2.00,6.00
3781,6/30/2011 0:00,CA,94612-4067,Alameda,200,2000,2200,2011,2.00,5.00
17731,12/31/2014 0:00,CA,94607-3980,Alameda,0,2236,2236,2014,4.00,6.00
18980,6/30/2015 0:00,CA,94710-2219,Alameda,0,2500,2500,2015,1.00,2.00
17566,12/31/2014 0:00,CA,94611-5124,Alameda,2332,200,2532,2014,2.00,5.00
9527,12/31/2014 0:00,CA,94705-2011,Alameda,2388,200,2588,2014,2.00,5.00
2535,6/30/2015 0:00,CA,94710-1972,Alameda,520,2407,2927,2015,3.00,5.00
8137,6/30/2013 0:00,CA,94712-3666,Alameda,2500,600,3100,2013,2.00,5.00
1959,6/30/2015 0:00,CA,94704-2685,Alameda,200,3000,3200,2015,4.00,5.00
7685,6/30/2009 0:00,CA,94705-2333,Alameda,300,3000,3300,2009,4.00,4.00
9068,8/31/2009 0:00,CA,94560-0243,Alameda,3200,200,3400,2009,2.00,5.00
9443,12/31/2011 0:00,CA,94705-2342,Alameda,993,2450,3443,2011,1.00,2.00
2743,12/31/2014 0:00,CA,94612-1508,Alameda,2170,1330,3500,2014,3.00,5.00
6623,8/31/2015 0:00,CA,94612-1285,Alameda,2700,800,3500,2015,2.00,4.00
14867,12/31/2015 0:00,CA,94610-4013,Alameda,0,3535,3535,2015,1.00,3.00
19402,12/31/2015 0:00,CA,94612-2002,Alameda,2500,1500,4000,2015,1.00,5.00
12710,9/30/2013 0:00,CA,94606-4240,Alameda,0,4020,4020,2013,1.00,6.00
16317,12/31/2013 0:00,CA,94710-1303,Alameda,450,3600,4050,2013,1.00,5.00
5049,6/30/2013 0:00,CA,94705-2706,Alameda,3900,250,4150,2013,3.00,5.00
5270,6/30/2015 0:00,CA,94608-4330,Alameda,99,4080,4179,2015,3.00,2.00
3947,9/30/2015 0:00,CA,94551-2616,Alameda,3673,582,4255,2015,3.00,5.00
3960,12/31/2015 0:00,CA,94709-0771,Alameda,3674,610,4284,2015,2.00,5.00
3536,6/30/2014 0:00,CA,94620-1502,Alameda,580,4000,4580,2014,1.00,5.00
6335,12/31/2010 0:00,CA,94612-2330,Alameda,1000,3800,4800,2010,3.00,5.00
4239,6/30/2013 0:00,CA,94621-3024,Alameda,0,4910,4910,2013,4.00,3.00
3430,12/31/2014 0:00,CA,94703-1424,Alameda,500,4500,5000,2014,4.00,1.00
11823,12/31/2010 0:00,CA,94609-1361,Alameda,5000,0,5000,2010,2.00,3.00
13049,7/31/2011 0:00,CA,94704-1463,Alameda,1000,4000,5000,2011,1.00,5.00
2129,8/31/2015 0:00,CA,94707-1927,Alameda,4716,350,5066,2015,3.00,5.00
6123,7/31/2009 0:00,CA,94706-1209,Alameda,0,5600,5600,2009,1.00,2.00
9307,12/31/2013 0:00,CA,94704-1421,Alameda,5400,220,5620,2013,2.00,3.00
2982,12/31/2012 0:00,CA,94804-5457,Alameda,3200,2500,5700,2012,3.00,5.00
17691,12/31/2014 0:00,CA,94609-1836,Alameda,5225,500,5725,2014,2.00,5.00
7996,12/31/2013 0:00,CA,94704-3416,Alameda,5598,164,5762,2013,3.00,5.00
3804,12/31/2015 0:00,CA,94610-2730,Alameda,1550,4230,5780,2015,2.00,5.00
3461,6/30/2009 0:00,CA,94537-0104,Alameda,2100,3700,5800,2009,3.00,5.00
1697,6/30/2013 0:00,CA,94608-2314,Alameda,5400,600,6000,2013,3.00,3.00
2549,8/31/2009 0:00,CA,94604-3624,Alameda,0,6000,6000,2009,1.00,5.00
4707,12/31/2015 0:00,CA,94610-1810,Alameda,0,6000,6000,2015,2.00,4.00
20134,6/30/2015 0:00,CA,94613-1310,Alameda,0,6033,6033,2015,3.00,4.00
14048,12/31/2013 0:00,CA,94610-2730,Alameda,100,6000,6100,2013,3.00,3.00
5779,12/31/2014 0:00,CA,94707-0908,Alameda,1402,4725,6127,2014,4.00,4.00
2138,12/31/2014 0:00,CA,94704-1103,Alameda,6200,500,6700,2014,4.00,5.00
1681,6/30/2015 0:00,CA,94612-2128,Alameda,3000,3700,6700,2015,3.00,5.00
6049,8/31/2014 0:00,CA,94709-5151,Alameda,6750,600,7350,2014,3.00,5.00
2754,6/30/2015 0:00,CA,94612-4068,Alameda,1500,6000,7500,2015,3.00,5.00
15173,12/31/2014 0:00,CA,94539-5608,Alameda,400,7200,7600,2014,4.00,2.00
5991,12/31/2013 0:00,CA,94612-2105,Alameda,120,8000,8120,2013,4.00,1.00
10727,12/31/2012 0:00,CA,94541-5113,Alameda,4064,4268,8332,2012,3.00,4.00
4666,1/31/2015 0:00,CA,94612-3356,Alameda,7533,800,8333,2015,3.00,5.00
14678,12/31/2015 0:00,CA,94602-4005,Alameda,710,8020,8730,2015,2.00,5.00
1904,6/30/2015 0:00,CA,94702-1255,Alameda,1000,8000,9000,2015,4.00,3.00
3152,12/31/2015 0:00,CA,94501-1505,Alameda,5910,3693,9603,2015,3.00,4.00
2590,12/31/2014 0:00,CA,94609-0568,Alameda,221,10000,10221,2014,2.00,5.00
18115,12/31/2014 0:00,CA,94662-2039,Alameda,500,10000,10500,2014,2.00,5.00
5784,12/31/2009 0:00,CA,94710-2597,Alameda,1216,9500,10716,2009,2.00,2.00
1775,8/31/2015 0:00,CA,94705-1822,Alameda,10000,1200,11200,2015,3.00,2.00
3084,7/31/2015 0:00,CA,94704-1073,Alameda,6716,6000,12716,2015,4.00,5.00
2673,12/31/2014 0:00,CA,94607-2150,Alameda,8008,5110,13118,2014,4.00,3.00
5910,6/30/2014 0:00,CA,94612-3126,Alameda,200,13000,13200,2014,4.00,2.00
4215,6/30/2014 0:00,CA,94550-6372,Alameda,4038,9208,13246,2014,3.00,5.00
2530,12/31/2014 0:00,CA,94609-0338,Alameda,7340,7200,14540,2014,2.00,5.00
14479,6/30/2015 0:00,CA,94606-2909,Alameda,0,15000,15000,2015,2.00,2.00
3508,7/31/2008 0:00,CA,94611-4025,Alameda,10660,4780,15440,2008,3.00,5.00
4007,4/30/2009 0:00,CA,94607-1612,Alameda,15000,450,15450,2009,3.00,5.00
1743,12/31/2015 0:00,CA,94612-4067,Alameda,13811,1689,15500,2015,3.00,5.00
3072,6/30/2015 0:00,CA,94612-3811,Alameda,4130,11810,15940,2015,3.00,5.00
2150,6/30/2014 0:00,CA,94612-3017,Alameda,6168,10332,16500,2014,3.00,5.00
13611,6/30/2013 0:00,CA,94619-4525,Alameda,5000,12000,17000,2013,1.00,3.00
3484,6/30/2015 0:00,CA,94612-1297,Alameda,10578,6580,17158,2015,2.00,5.00
4499,12/31/2013 0:00,CA,94709-1406,Alameda,1800,15500,17300,2013,2.00,2.00
2091,6/30/2015 0:00,CA,94612-4067,Alameda,17577,2,17579,2015,2.00,2.00
4026,8/31/2013 0:00,CA,94704-3416,Alameda,16706,1048,17754,2013,4.00,3.00
3197,12/31/2015 0:00,CA,94705-1858,Alameda,9800,8011,17811,2015,2.00,5.00
2215,1/31/2016 0:00,CA,94703-2505,Alameda,19000,1000,20000,2016,4.00,5.00
2458,6/30/2015 0:00,CA,94601-7008,Alameda,5500,15000,20500,2015,3.00,6.00
2095,6/30/2015 0:00,CA,94619-1408,Alameda,0,21000,21000,2015,3.00,5.00
17020,12/31/2013 0:00,CA,94607-3534,Alameda,5500,16000,21500,2013,2.00,1.00
4250,12/31/2014 0:00,CA,94550-4204,Alameda,21407,3251,24658,2014,4.00,5.00
2411,7/31/2014 0:00,CA,94704-1103,Alameda,24364,2277,26641,2014,4.00,5.00
10573,6/30/2015 0:00,CA,94612-2024,Alameda,13550,14894,28444,2015,4.00,5.00
3966,12/31/2012 0:00,CA,94501-3322,Alameda,25200,8800,34000,2012,3.00,4.00
7065,6/30/2013 0:00,CA,94610-5026,Alameda,25560,8830,34390,2013,3.00,3.00
3526,12/31/2014 0:00,CA,94702-1021,Alameda,32063,3011,35074,2014,3.00,5.00
1810,9/30/2014 0:00,CA,94710-2719,Alameda,500,35000,35500,2014,4.00,3.00
18164,6/30/2014 0:00,CA,94605-5817,Alameda,3000,35000,38000,2014,2.00,5.00
2002,6/30/2015 0:00,CA,94612-1562,Alameda,12000,29000,41000,2015,3.00,4.00
6863,6/30/2013 0:00,CA,94601-2618,Alameda,2700,38700,41400,2013,3.00,4.00
1967,6/30/2015 0:00,CA,94607-4295,Alameda,13935,33420,47355,2015,3.00,6.00
2873,12/31/2014 0:00,CA,94710-2732,Alameda,42125,11485,53610,2014,5.00,5.00
3475,12/31/2015 0:00,CA,94612-3095,Alameda,400,58525,58925,2015,4.00,5.00
3953,6/30/2015 0:00,CA,94720-2250,Alameda,37736,23073,60809,2015,5.00,4.00
6091,12/31/2014 0:00,CA,94612-1225,Alameda,9000,52000,61000,2014,3.00,5.00
1665,12/31/2014 0:00,CA,94704-1104,Alameda,62441,11835,74276,2014,4.00,2.00
4378,6/30/2015 0:00,CA,94612-2007,Alameda,62,75000,75062,2015,3.00,6.00
3291,6/30/2016 0:00,CA,94611-2802,Alameda,60000,30000,90000,2016,4.00,5.00
3478,6/30/2015 0:00,CA,94720-4800,Alameda,102863,10616,113479,2015,6.00,5.00
4352,12/31/2007 0:00,CA,94612-2313,Alameda,0,123943,123943,2007,3.00,2.00
2200,6/30/2015 0:00,CA,94607-4820,Alameda,136085,34661,170746,2015,6.00,4.00
2604,8/31/2015 0:00,CA,94710-1455,Alameda,165773,28158,193931,2015,6.00,5.00
4126,6/30/2015 0:00,CA,94612-4305,Alameda,0,450000,450000,2015,3.00,6.00
3497,6/30/2015 0:00,CA,94618-4126,Alameda,0,508331,508331,2015,3.00,3.00
19365,12/31/2015 0:00,CA,94602-0415,Alameda County,810,120,930,2015,1.00,5.00
19991,12/31/2015 0:00,CA,94611-5125,Alameda county,1000,100,1100,2015,1.00,5.00
1871,9/30/2007 0:00,CA,95223-5068,Alpine,4877,620,5497,2007,3.00,5.00
12477,6/30/2015 0:00,CA,95685-0000,Amador,895,5500,6395,2015,2.00,6.00
19420,6/30/2015 0:00,CA,95969-6156,Butte,59,0,59,2015,1.00,5.00
8311,6/30/2011 0:00,CA,95928-5342,Butte,1275,0,1275,2011,3.00,1.00
2415,6/30/2010 0:00,CA,95929-0805,Butte,6400,1200,7600,2010,3.00,5.00
12605,6/30/2012 0:00,CA,95928-4602,Butte,1250,12000,13250,2012,2.00,4.00
8288,6/30/2009 0:00,CA,95967-1124,Butte,26000,750,26750,2009,3.00,2.00
16366,6/30/2015 0:00,CA,95928-0116,Butte,41508,5794,47302,2015,4.00,2.00
1726,12/31/2015 0:00,CA,95928-5614,Butte,1500,70000,71500,2015,3.00,2.00
4194,6/30/2015 0:00,CA,95249-0250,Calaveras,1250,0,1250,2015,2.00,6.00
19384,12/31/2015 0:00,CA,95255-0000,Calaveras,0,1272,1272,2015,2.00,2.00
3769,12/31/2015 0:00,CA,95247-0603,Calaveras,1868,138,2006,2015,2.00,5.00
11362,6/30/2015 0:00,CA,95932-2451,Colusa,200,400,600,2015,1.00,6.00
9547,6/30/2010 0:00,CA,94565-2904,Contra Costa,0,0,0,2010,1.00,3.00
11368,6/30/2012 0:00,CA,94596-4609,Contra Costa,92,27,119,2012,2.00,3.00
16669,12/31/2014 0:00,CA,94804-2102,Contra Costa,300,40,340,2014,1.00,5.00
4025,6/30/2015 0:00,CA,94804-1626,Contra Costa,0,750,750,2015,3.00,3.00
3668,12/31/2015 0:00,CA,94596-4609,Contra Costa,1127,153,1280,2015,3.00,5.00
12608,6/30/2011 0:00,CA,94595-9991,Contra Costa,657,925,1582,2011,1.00,5.00
4317,6/30/2015 0:00,CA,94553-1209,Contra Costa,0,1815,1815,2015,1.00,6.00
14131,6/30/2015 0:00,CA,94805-2321,Contra Costa,800,1400,2200,2015,3.00,2.00
3142,7/31/2015 0:00,CA,94596-0700,Contra Costa,2373,236,2609,2015,3.00,5.00
5805,12/31/2010 0:00,CA,94549-3133,Contra Costa,30,3000,3030,2010,2.00,5.00
7537,12/31/2011 0:00,CA,94596-3716,Contra Costa,1871,1702,3573,2011,3.00,5.00
3079,7/31/2008 0:00,CA,94583-5412,Contra Costa,6000,300,6300,2008,2.00,1.00
3642,6/30/2015 0:00,CA,94595-1194,Contra Costa,7000,100,7100,2015,3.00,5.00
1873,6/30/2015 0:00,CA,94596-4299,Contra Costa,2320,6000,8320,2015,4.00,6.00
4222,6/30/2015 0:00,CA,94598-4609,Contra Costa,7775,1000,8775,2015,4.00,2.00
3836,6/30/2010 0:00,CA,94805-2207,Contra Costa,0,10000,10000,2010,2.00,3.00
20050,12/31/2015 0:00,CA,94598-2361,Contra Costa,5000,7000,12000,2015,3.00,4.00
1907,7/31/2015 0:00,CA,94596-4666,Contra Costa,4009,9082,13091,2015,4.00,5.00
2808,6/30/2015 0:00,CA,94805-1311,Contra Costa,4331,11089,15420,2015,3.00,2.00
2566,6/30/2014 0:00,CA,94523-4602,Contra Costa,14516,1164,15680,2014,3.00,5.00
3238,6/30/2015 0:00,CA,94804-1600,Contra Costa,4100,16100,20200,2015,3.00,3.00
2213,6/30/2015 0:00,CA,94801-3105,Contra Costa,500,26500,27000,2015,4.00,3.00
11654,6/30/2010 0:00,CA,94596-4299,Contra Costa,3563,23492,27055,2010,3.00,4.00
2663,12/31/2014 0:00,CA,94509-1270,Contra Costa,17644,17345,34989,2014,3.00,4.00
3186,6/30/2015 0:00,CA,95531-3743,Del Norte,1014,6140,7154,2015,2.00,6.00
2933,6/30/2015 0:00,CA,95667-5637,El Dorado,200,500,700,2015,3.00,6.00
1735,6/30/2011 0:00,CA,96151-4281,El Dorado,5000,5000,10000,2011,2.00,3.00
7521,12/31/2008 0:00,CA,95762-9649,El Dorado,17359,3471,20830,2008,3.00,5.00
4329,9/30/2014 0:00,CA,93711-3204,Fresno,0,0,0,2014,4.00,1.00
15982,6/30/2012 0:00,CA,93721-2204,Fresno,0,0,0,2012,6.00,4.00
4315,9/30/2008 0:00,CA,93703-1124,Fresno,0,3,3,2008,4.00,2.00
4213,8/31/2010 0:00,CA,93720-4832,Fresno,96,28,124,2010,1.00,3.00
10836,8/31/2010 0:00,CA,93612-0251,Fresno,107,30,137,2010,3.00,3.00
4372,6/30/2010 0:00,CA,93728-3640,Fresno,0,265,265,2010,4.00,3.00
2385,12/31/2010 0:00,CA,93725-9235,Fresno,175,106,281,2010,1.00,2.00
10702,12/31/2010 0:00,CA,93706-2611,Fresno,0,300,300,2010,2.00,5.00
4649,6/30/2009 0:00,CA,93722-6210,Fresno,200,200,400,2009,1.00,5.00
7438,9/30/2015 0:00,CA,93701-1051,Fresno,424,480,904,2015,1.00,2.00
16756,12/31/2013 0:00,CA,93728-1941,Fresno,0,980,980,2013,1.00,2.00
16621,12/31/2015 0:00,CA,93720-6904,Fresno,1150,150,1300,2015,2.00,2.00
